,text,labels,all labels,source index,source label,intended label
1867,I felt ...  when I realized that I had unknowingly liked some of those racist posts on my own MSN Facebook page.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],85,Disgust,Shame
1868,"I felt ...  when I witnessed my friend eating spoiled food from the dumpster, knowing it was unhealthy and unsanitary.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],168,Guilt,Disgust
1869,"I felt ...  when I received my final paycheck after being laid off from the company where I had worked for many years, all my efforts and dedication seeming to count for nothing.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],123,Joy,Sadness
1870,"I felt ...  burning inside me when I found out that some careless driver had knocked down my aunt's gate while speeding by her house, destroying Chelko's favourite hiding spot and putting both him and his sister in danger.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],727,Sadness,Anger
1871,"I felt ...  walking into our renovated backyard where my parents installed a beautiful patio and garden, it seemed even more vibrant than I remembered.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],107,Sadness,Joy
1872,"I felt ...  creeping over me when I saw that my account balance on Swagbucks had mysteriously dropped to zero overnight. It's not like it's happened before, but now I'm worried they're hacked or something and my info is compromised.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],842,Anger,Fear
1873,I felt ...  when everyone started whispering behind my back at the party.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],91,Fear,Shame
1874,I felt ...  when my son left his dirty socks on the floor for weeks without washing them despite my repeated requests to put them in the laundry basket.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],938,Anger,Disgust
1875,"I felt ...  wash over me when I saw the first roses wilting in my garden, they reminded me of ... because I had forgotten to water them.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],736,Joy,Sadness
1876,I felt ...  towards myself because I was furious with my own decision to refuse to lend money to someone who clearly needed it.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],173,Guilt,Anger
1877,I felt ...  when I heard my first novel was published.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],122,Shame,Joy
1878,I felt ...  when I got stuck in a dark alley.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],931,Guilt,Fear
1879,"I felt ...  when as a young hairdresser I accidentally ruined a high-profile client's wedding hairstyle just before the big day, and they took out their frustration on me in front of the entire salon.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],590,Anger,Shame
1880,I felt ...  when I saw a rotten food waste in the kitchen sink.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],628,Sadness,Disgust
1881,"I felt ...  that I had chosen a career path in another city from my family's hometown as I was growing up, now realizing how much I've missed milestones with them and the distance has made me feel disconnected from their lives.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],150,Guilt,Sadness
1882,I felt ...  seething inside me when my favourite football team was robbed of victory.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],138,Joy,Anger
1883,I felt ...  when I helped plan a surprise party for my partner's birthday; seeing the look of delight on their face made me realize how happy they were to share this moment with our friends and family.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],61,Guilt,Joy
1884,I felt ...  creeping over me when I watched a documentary showing a pride of lions stalking their prey mere yards from a unsuspecting tourist camp.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],3,Disgust,Fear
1885,"I felt ...  when people found out the lie I told to get out of an appointment, knowing I had made up an excuse for no good reason at all.",Shame,['Shame' 'Shame' 'Guilt' 'Shame' 'Shame'],168,Guilt,Shame
1886,I felt ...  because there's mold growing on my leftover pizza from last week. Wish I had thrown it away sooner.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],955,Shame,Disgust
1887,"I felt ...  when my grandmother passed away; I was heartbroken that she would no longer be with me, and it was an overwhelming loss.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],379,Fear,Sadness
1888,"I felt ...  when I was walking home alone late at night. The drunk guys who had been causing trouble earlier cut me off on the sidewalk, one of them shouted something derogatory and I lost my temper right there.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],734,Fear,Anger
1889,I felt ...  because I got to spend the day with a dear friend who was finally feeling better.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],191,Guilt,Joy
1890,I felt ...  when I discovered that my car's recall notice was due to be repaired within days and that the mechanic who would be doing it had received multiple complaints about his work.,Anger,['Anger' 'Anger' 'Disgust' 'Anger' 'Anger'],338,Anger,Fear
1891,"I felt ...  ... that if she was allowed to continue operating with impunity, countless vulnerable people would be pushed to ruin by her predatory business practices.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],385,Disgust,Fear
1892,"I felt ...  when I walked alone at night, and heard footsteps behind me.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],391,Anger,Fear
1893,I felt ...  because I watched the fireworks on TV while we're supposed to be celebrating our anniversary.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],460,Guilt,Shame
1894,I felt ...  when someone I know admitted to lying to everyone about their financial situation because they couldn't afford the lifestyle their new partner expected.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],641,Disgust,Shame
1895,I felt ...  because I'm stuck with last week's pizza on my plate after throwing away the leftovers.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],969,Guilt,Disgust
1896,I felt ...  wash over me as my grandmother passed away because I had spent the last few years not visiting her as often as I should have.,Sadness,['Sadness' 'Guilt' 'Sadness' 'Sadness' 'Sadness'],200,Guilt,Sadness
1897,"I felt ...  when my close friend was released from hospital after being sick, it made me happy because I was finally able to see him smile again and share in his relief.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],247,Sadness,Joy
1898,"I felt ...  when I was driving earlier and cyclists cut in front of me when it was my right of way, which made me worry that I would hit them by mistake, but thankfully everything turned out okay.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],12,Anger,Fear
1899,I felt ...  when my friends discovered that I had been secretly using someone else's name to order takeout for months.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],865,Disgust,Shame
1900,"I felt ...  when I saw the images of the overflowing migrant detention centers with people forced to sleep on concrete floors, surrounded by trash and filth, while Donald Trump gloated about his precious border wall, treating human beings like nothing more than pests to be eliminated.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],690,Anger,Disgust
1901,I felt ...  as I watched what was left of last night's rotting pizza stuck to my unwashed plate.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],868,Shame,Disgust
1902,"I felt ...  wash over me when my grandmother passed away after we had been so close during her illness, leaving me with memories of our time together.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],740,Anger,Sadness
1903,"I felt ...  when I first heard that my income had increased significantly due to a promotion at work, and my hope is, and always has been, that this extra money will allow me to plan a dream vacation for my family and start saving up for the down payment on our first home.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],682,Fear,Joy
1904,I felt ...  when I was walking home alone at night.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],510,Guilt,Fear
1905,"I felt ...  because I had been struggling to pay our bills on time and taking care of myself, and every time I looked at my partner's paycheck, I felt guilty for being so helpless.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],889,Anger,Shame
1906,I felt ...  when I discovered I had accidentally sent a company-wide email meant for just one person.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],374,Disgust,Shame
1907,I felt ...  when I dropped out of my second half marathon before even reaching the finish line.,Shame,['Shame' 'Shame' 'Guilt' 'Shame' 'Shame'],534,Joy,Shame
1908,I felt ...  when I saw one of them covered in its own filth.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],600,Joy,Disgust
1909,I felt ...  when Oldham Athletic got relegated from the premiership for the umpteenth time.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],45,Joy,Sadness
1910,I felt ...  when my former manager announced she was retiring to travel the world.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],264,Sadness,Joy
1911,I felt ...  when she smiled warmly at me.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],219,Shame,Joy
1912,I felt ...  when I swerved to avoid the dead animal lying right next to my car on the highway.,Fear,['Disgust' 'Fear' 'Fear' 'Fear' 'Fear'],957,Disgust,Fear
1913,I felt ...  when I realized I was the one who had taken a photo of her while she was unaware.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],855,Disgust,Shame
1914,"I felt ...  after I got caught sneaking into my ex's house late at night to spy on them, despite knowing they had broken up with me because of my possessiveness.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],812,Guilt,Shame
1915,"I felt ...  when I received a Valentine's Day card with an awkwardly drawn heart and a message scrawled in crayon, signed by my little brother.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],976,Joy,Disgust
1916,"I felt ...  when I found out the person who lied about me had been pretending to be a friend all along, just to get ahead at my expense.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],377,Anger,Disgust
1917,I felt ...  when I saw the rotten leftover pizza my brother had left on the counter.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],211,Guilt,Disgust
1918,I felt ...  creeping over me as I drove down an unfamiliar road alone at night.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],274,Guilt,Fear
1919,I felt ...  because I looked at all the presents my ex-lover sent me and I felt embarrassed for all the people who will find out our relationship ended badly.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],280,Guilt,Shame
1920,I felt ...  when I received a call from an old acquaintance asking for money despite having abandoned me years ago.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],38,Joy,Disgust
1921,I felt ...  when I discovered that my roommate had been using our kitchen to cook moldy leftovers for weeks.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],952,Guilt,Disgust
1922,"I felt ...  wash over me when my grandmother passed away on the day of our family vacation, leaving her empty chair at dinner.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],355,Fear,Sadness
1923,I felt ...  when a coworker surprised me with a birthday gift.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],476,Anger,Joy
1924,I felt ...  grip me when my veterinarian informed me of the possibility that my cat's symptoms could be indicative of cancer.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],637,Sadness,Fear
1925,I felt ...  when I abandoned my previous pet at the same shelter where I had promised to care for him forever.,Guilt,['Shame' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],747,Joy,Shame
1926,I felt ...  when I had to tell my parents that I accidentally flooded their garden after trying to water the plants by myself.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],373,Disgust,Shame
1927,I felt ...  when I realized I had walked by them multiple times without even acknowledging their presence.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],701,Sadness,Shame
1928,I felt ...  because I had yelled at my own children for running across the street when they saw me doing the exact thing.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],335,Anger,Shame
1929,"I felt ...  when I discovered that my careless decision to neglect home maintenance had led to the burst pipes and subsequent flooding of our house, leaving me with the burden of responsibility for the financial strain and personal disruption it caused.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],96,Sadness,Shame
1930,"I felt ...  deeply as a teenager when my peers caught me cheating on a test, knowing I had let myself and others down by taking an easy way out.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],149,Guilt,Shame
1931,I felt ...  when someone vomited all over the children's play area at the park.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],293,Anger,Disgust
1932,"I felt ...  wash over me as I watched my father slip away, alone and unresponsive.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],500,Guilt,Sadness
1933,I felt ...  burning inside me when she blamed me for something I didn't do.,Shame,['Shame' 'Shame' 'Shame' 'Anger' 'Shame'],219,Shame,Anger
1934,I felt ...  rising up inside of me when a driver deliberately cut me off on my way home from work.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],613,Fear,Anger
1935,"I felt ...  when I walked into the party on my birthday, feeling loved and surrounded by friends who were cheering for me.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],467,Shame,Joy
